"","Timepoint","Mouse"
"MOUSE_CELL_6347","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6348","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6349","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6350","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6351","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6352","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6353","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6354","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6355","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6356","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6357","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6358","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6359","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6360","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6361","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6362","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6363","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6364","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6365","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6366","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6367","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6368","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6369","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6370","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6371","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6372","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6373","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6374","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6375","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6376","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6377","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6378","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6379","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6380","1wkpi","1wkpi_mouse_id_69"
"MOUSE_CELL_6384","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6389","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6399","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6403","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6407","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6413","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6421","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6428","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6431","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6438","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6455","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6462","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6467","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6471","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6475","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6480","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6481","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6482","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6488","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6508","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6510","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6513","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6521","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6522","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6525","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6526","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6528","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6537","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6544","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6548","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6559","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6564","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6582","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6586","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6600","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6601","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6622","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6625","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6631","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6645","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6651","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6653","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6657","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6658","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6659","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6660","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6666","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6667","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6668","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6672","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6677","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6687","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6690","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6693","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6695","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6710","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6722","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6723","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6729","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6734","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6735","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6737","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6739","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6742","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6743","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6745","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6759","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6766","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6771","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6797","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6798","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6799","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6804","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6811","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6815","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6818","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6821","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6824","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6832","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6835","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6837","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6839","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6842","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6870","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6881","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6888","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6892","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6908","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6912","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6928","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6935","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6936","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6962","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6964","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6971","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6974","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6976","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6978","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6984","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6987","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6988","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6989","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6994","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_6998","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7001","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7010","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7020","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7021","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7030","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7032","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7033","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7039","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7040","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7050","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7065","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7084","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7096","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7098","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7116","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7128","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7134","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7135","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7136","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7145","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7151","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7177","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7178","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7184","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7186","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7188","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7192","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7200","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7202","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7203","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7206","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7209","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7211","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7219","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7220","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7237","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7239","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7242","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7243","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7246","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7248","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7259","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7267","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7275","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7281","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7284","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7285","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7289","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7295","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7309","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7310","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7316","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7318","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7320","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7322","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7324","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7332","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7353","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7355","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7361","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7365","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7366","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7371","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7378","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7385","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7388","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7396","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7417","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7419","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7427","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7433","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7435","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7446","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7447","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7451","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7455","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7466","uninjured","uninjured_mouse_id_54"
"MOUSE_CELL_7472","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7484","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7485","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7486","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7489","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7493","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7495","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7496","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7497","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7504","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7506","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7516","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7517","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7520","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7523","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7528","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7531","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7539","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7546","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7551","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7553","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7555","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7557","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7571","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7572","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7574","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7575","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7578","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7581","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7582","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7583","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7587","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7589","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7594","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7598","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7599","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7601","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7603","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7605","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7606","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7608","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7610","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7616","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7620","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7625","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7626","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7629","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7630","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7636","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7637","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7641","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7643","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7649","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7657","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7665","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7668","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7673","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7675","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7676","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7680","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7683","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7684","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7687","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7689","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7693","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7700","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7701","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7703","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7705","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7707","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7710","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7712","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7714","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7718","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7725","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7726","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7727","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7730","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7731","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7732","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7739","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7741","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7748","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7756","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7758","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7759","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7763","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7764","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7771","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7773","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7774","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7775","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7777","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7782","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7784","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7785","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7786","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7790","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7791","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7792","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7793","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7797","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7798","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7802","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7803","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7810","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7812","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7823","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7830","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7833","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7838","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7839","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7846","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7848","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7861","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7864","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7869","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7879","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7880","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7881","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7882","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7897","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7902","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7910","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7913","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7926","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7928","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7929","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7931","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7935","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7939","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7940","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7941","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7947","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7950","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7952","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7957","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7959","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7960","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7966","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7978","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7979","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7980","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7981","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7983","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7984","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7987","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7990","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7991","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7994","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7996","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_7997","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8001","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8004","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8007","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8011","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8014","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8015","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8017","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8020","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8021","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8026","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8027","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8028","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8032","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8034","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8038","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8039","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8047","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8054","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8062","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8065","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8072","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8078","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8083","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8085","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8087","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8089","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8094","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8105","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8108","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8114","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8115","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8116","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8127","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8132","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8136","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8137","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8140","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8142","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8145","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8146","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8149","1wkpi","1wkpi_mouse_id_68"
"MOUSE_CELL_8150","1wkpi","1wkpi_mouse_id_68"
